,96_DRRS
ACC,0.5356037151702786
AUC,0.5611753915950944
Fscore,0.002988028639377306
HR@10,0.006191950464396285
HR@2,0.0030959752321981426
HR@5,0.006191950464396285
Lin's AUC,0.49295836470431387
NDCGk,0.24100631852448975
global AUC,0.5372427677616887
global NDCG,0.5085213846407791
prediction time (sec),0.028031110763549805
training time (sec),500.2047345638275
