,45_DRRS
ACC,0.5325077399380805
AUC,0.5613131529658842
Fscore,0.0030262886221768463
HR@10,0.009287925696594427
HR@2,0.0030959752321981426
HR@5,0.006191950464396285
Lin's AUC,0.4780090459042195
NDCGk,0.2707918173994567
global AUC,0.5320388639248324
global NDCG,0.5040485088154918
prediction time (sec),0.03435921669006348
training time (sec),547.8340880870819
