,12_DRRS
ACC,0.5882352941176471
AUC,0.5884171494349019
Fscore,0.003780866852338071
HR@10,0.01238390092879257
HR@2,0.006191950464396285
HR@5,0.006191950464396285
Lin's AUC,0.5469765277502616
NDCGk,0.2601623355971455
global AUC,0.5846274752421066
global NDCG,0.552787987701185
prediction time (sec),0.04617929458618164
training time (sec),590.8960244655609
