,51_DRRS
ACC,0.8934426229508197
AUC,0.7564034720176384
Fscore,0.001595342784275031
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.868818366974979
NDCGk,0.2727419459106966
global AUC,0.8914589675283215
global NDCG,0.6618694174763543
prediction time (sec),0.10659384727478027
training time (sec),1877.9751152992249
