,82_DRRS
ACC,0.8950819672131147
AUC,0.7566005174180198
Fscore,0.0016045574040479383
HR@10,0.001639344262295082
HR@2,0.0
HR@5,0.001639344262295082
Lin's AUC,0.883427277116074
NDCGk,0.26410453414003254
global AUC,0.8935312845591618
global NDCG,0.6738363712970492
prediction time (sec),0.11805248260498047
training time (sec),1668.4956457614899
