,52_DRRS
ACC,0.8836065573770492
AUC,0.7462758377445882
Fscore,0.001541973303844088
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.8789605962346917
NDCGk,0.26820240140361556
global AUC,0.8824961346173119
global NDCG,0.6665879356694022
prediction time (sec),0.1168220043182373
training time (sec),1677.0160503387451
