,3_DRRS
ACC,0.9098360655737705
AUC,0.7541557420333507
Fscore,0.0014601011813436316
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.8860618187648917
NDCGk,0.2721324331063805
global AUC,0.9066520796752277
global NDCG,0.6721670435450093
prediction time (sec),0.10838174819946289
training time (sec),1656.076747894287
