,72_HAN
ACC,1.0
AUC,0.5
Fscore,0.0011326870492737902
HR@10,0.004889975550122249
HR@2,0.0
HR@5,0.004889975550122249
Lin's AUC,0.5837908593471346
NDCGk,0.22372748513658097
global AUC,0.9233133016840316
global NDCG,0.5456527235920223
prediction time (sec),0.06157851219177246
training time (sec),569.5576465129852
