,94_HAN
ACC,1.0
AUC,0.5
Fscore,0.0011326870492737902
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5701160283911758
NDCGk,0.22372748513658097
global AUC,0.9209871044057307
global NDCG,0.5429805927244459
prediction time (sec),0.04221916198730469
training time (sec),333.5046603679657
