,82_LRSSL
ACC,0.009900990099009901
AUC,0.49305840188644917
Fscore,3.3678307889103364e-05
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.48444145734251215
NDCGk,0.16033139371785743
global AUC,0.10342968346860859
global NDCG,0.25066772654770053
prediction time (sec),22.692745208740234
training time (sec),901.6646070480347
