,9_LRSSL
ACC,0.9851485148514851
AUC,0.5024747700885032
Fscore,9.814867896837864e-05
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.4493276716402251
NDCGk,0.18671090043215693
global AUC,0.8825194009148172
global NDCG,0.2955954658519849
prediction time (sec),22.81079602241516
training time (sec),927.5552155971527
