,25_LRSSL
ACC,0.9801980198019802
AUC,0.5006633064921399
Fscore,8.547820786261094e-05
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5107731476636737
NDCGk,0.15872759052986782
global AUC,0.8873707869303867
global NDCG,0.2966232061763184
prediction time (sec),20.89713406562805
training time (sec),895.7748448848724
