,9_SimpleBinaryClassifier
ACC,1.0
AUC,0.5
Fscore,0.0012559756523882475
HR@10,0.002583979328165375
HR@2,0.0
HR@5,0.0
Lin's AUC,0.4139898523072748
NDCGk,0.22020708774737038
global AUC,0.8874938173918931
global NDCG,0.4776032682099231
prediction time (sec),2.9913811683654785
training time (sec),1057.3825953006744
