,78_SimpleBinaryClassifier
ACC,1.0
AUC,0.5
Fscore,0.0016182635487312076
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.4730272216723637
NDCGk,0.22962521986777668
global AUC,0.9007365335771249
global NDCG,0.4841894492670064
prediction time (sec),2.923386812210083
training time (sec),1002.76895570755
