,24_ALSWR
ACC,0.22910216718266255
AUC,0.5047140390424509
Fscore,0.002969824303874121
HR@10,0.0030959752321981426
HR@2,0.0
HR@5,0.0
Lin's AUC,0.27376339276134304
NDCGk,0.2307615759725483
global AUC,0.2795098391779169
global NDCG,0.42476999170327245
prediction time (sec),0.028407812118530273
training time (sec),16.697286128997803
