,54_ALSWR
ACC,0.25696594427244585
AUC,0.5084523143464755
Fscore,0.003317787581463552
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.2885892214906389
NDCGk,0.24571117302246448
global AUC,0.3021179056499351
global NDCG,0.4273775975517536
prediction time (sec),0.021769046783447266
training time (sec),17.57337737083435
