,31_MBiRW
ACC,1.0
AUC,0.5
Fscore,6.852127470596463e-05
HR@10,0.009900990099009901
HR@2,0.009900990099009901
HR@5,0.009900990099009901
Lin's AUC,0.9485979908262269
NDCGk,0.1581145229715041
global AUC,0.9907168095946353
global NDCG,0.555633979805497
prediction time (sec),1.3753759860992432
training time (sec),138220.45761990547
