,8_MBiRW
ACC,1.0
AUC,0.5
Fscore,7.065845857588443e-05
HR@10,0.009900990099009901
HR@2,0.0049504950495049506
HR@5,0.009900990099009901
Lin's AUC,0.9404243878299564
NDCGk,0.15602692558618922
global AUC,0.9900213045042743
global NDCG,0.5420273682229663
prediction time (sec),1.3289847373962402
training time (sec),126125.55009746552
