,62_LogisticMF
ACC,1.0
AUC,0.5
Fscore,0.0012303845191212874
HR@10,0.002583979328165375
HR@2,0.0
HR@5,0.0
Lin's AUC,0.7797418220659987
NDCGk,0.21761035640061965
global AUC,0.9550878634164738
global NDCG,0.6030902168500154
prediction time (sec),0.059220075607299805
training time (sec),28.862747192382812
