,37_LogisticMF
ACC,1.0
AUC,0.5
Fscore,0.0016030159581818504
HR@10,0.00516795865633075
HR@2,0.0
HR@5,0.002583979328165375
Lin's AUC,0.8032564840240939
NDCGk,0.228518065590755
global AUC,0.9606634619642267
global NDCG,0.6120097787836771
prediction time (sec),0.06215548515319824
training time (sec),29.40237283706665
