,53_SCPMF
ACC,0.4572127139364303
AUC,0.49897044605751456
Fscore,0.0010146631964805329
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.46453907359175606
NDCGk,0.22902660143269743
global AUC,0.46247627622553034
global NDCG,0.45229955097122665
prediction time (sec),0.016450166702270508
training time (sec),136.0208601951599
