,82_SCPMF
ACC,0.4669926650366748
AUC,0.47899692507521435
Fscore,0.0010690924178405488
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5140890690938285
NDCGk,0.22302030039843748
global AUC,0.4711799574371459
global NDCG,0.4524911101543398
prediction time (sec),0.016193628311157227
training time (sec),132.82660508155823
