,61_SCPMF
ACC,0.4352078239608802
AUC,0.4785790766028888
Fscore,0.0010934201107971608
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.49390330310494096
NDCGk,0.2194080753123053
global AUC,0.4434920023024075
global NDCG,0.45139529736475575
prediction time (sec),0.019186735153198242
training time (sec),131.62863850593567
