,22_HAN
ACC,1.0
AUC,0.5
Fscore,0.0018876231996239703
HR@10,0.002109704641350211
HR@2,0.0
HR@5,0.0
Lin's AUC,0.7611185663632333
NDCGk,0.27890988615983525
global AUC,0.9486568939378457
global NDCG,0.5818971502008632
prediction time (sec),0.05648159980773926
training time (sec),399.8549702167511
