,44_ALSWR
ACC,0.26894865525672373
AUC,0.5327836889552319
Fscore,0.0012096957576495405
HR@10,0.0024449877750611247
HR@2,0.0024449877750611247
HR@5,0.0024449877750611247
Lin's AUC,0.2669786794508787
NDCGk,0.2260067741202487
global AUC,0.3194413361356519
global NDCG,0.47850092928259347
prediction time (sec),0.015917062759399414
training time (sec),15.01327109336853
