,100_LRSSL
ACC,0.7804621848739496
AUC,0.5001603977795676
Fscore,0.0002074264608272596
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.4813501646684736
NDCGk,0.18493406055081693
global AUC,0.7353584984616371
global NDCG,0.4914770262413269
prediction time (sec),9.06943678855896
training time (sec),3131.409581184387
