,99_LRSSL
ACC,0.8403361344537815
AUC,0.499910502102536
Fscore,0.00023958933507836958
HR@10,0.001081081081081081
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5740480572196693
NDCGk,0.17870522117050974
global AUC,0.8057113107859294
global NDCG,0.5215760617064724
prediction time (sec),9.219165802001953
training time (sec),2920.7765820026398
