,7_LRSSL
ACC,0.0
AUC,0.4957558470780273
Fscore,0.0
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.4833402783974174
NDCGk,0.21412814419500337
global AUC,0.09204263414428068
global NDCG,0.3854099471003612
prediction time (sec),1.5029380321502686
training time (sec),179.29247188568115
