,73_PMF
ACC,0.642292490118577
AUC,0.5771638170132515
Fscore,0.0014614021517763386
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5791521380755881
NDCGk,0.24987095585227426
global AUC,0.6313273785463849
global NDCG,0.4878334302663561
prediction time (sec),0.021565914154052734
training time (sec),24.64797282218933
