,99_PMF
ACC,0.6106719367588933
AUC,0.5557870172537835
Fscore,0.0013181880265316478
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5421396397545262
NDCGk,0.2452857901193436
global AUC,0.6036733917096213
global NDCG,0.4848764518662926
prediction time (sec),0.01796102523803711
training time (sec),21.58492660522461
