,43_PMF
ACC,0.5948616600790514
AUC,0.5603004255532041
Fscore,0.0012150249723878808
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5610705297755774
NDCGk,0.23526528532806143
global AUC,0.5897882658313603
global NDCG,0.47992247660100307
prediction time (sec),0.02916407585144043
training time (sec),25.089245796203613
