,52_PMF
ACC,0.5108359133126935
AUC,0.5141556824639324
Fscore,0.00375843760454546
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5243141024523597
NDCGk,0.24225484889213542
global AUC,0.5143707047617023
global NDCG,0.43322213267708176
prediction time (sec),0.018037796020507812
training time (sec),25.59699559211731
