,10_PMF
ACC,0.5572755417956656
AUC,0.5469786293816109
Fscore,0.003942340951997684
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5148980658428145
NDCGk,0.26703251601905625
global AUC,0.5514039896618361
global NDCG,0.43739656726159964
prediction time (sec),0.011776447296142578
training time (sec),17.702134370803833
