,19_LogisticMF
ACC,0.9863013698630136
AUC,0.5
Fscore,0.0003800289612777521
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.6076636638649324
NDCGk,0.1975368959252907
global AUC,0.9227828773730536
global NDCG,0.3633512911733223
prediction time (sec),0.010326147079467773
training time (sec),8.083751201629639
