,82_MBiRW
ACC,1.0
AUC,0.5
Fscore,0.0006980668135729265
HR@10,0.01639344262295082
HR@2,0.003278688524590164
HR@5,0.00819672131147541
Lin's AUC,0.905740108548784
NDCGk,0.19871564005869177
global AUC,0.9830175320915444
global NDCG,0.814401459702964
prediction time (sec),0.1505906581878662
training time (sec),2557.5124855041504
