,25_MBiRW
ACC,1.0
AUC,0.5
Fscore,0.000630594498107557
HR@10,0.01639344262295082
HR@2,0.003278688524590164
HR@5,0.00819672131147541
Lin's AUC,0.924640996454732
NDCGk,0.18693954447797975
global AUC,0.9844255077447743
global NDCG,0.8098501615547572
prediction time (sec),0.13942384719848633
training time (sec),2617.358241558075
