,22_MBiRW
ACC,1.0
AUC,0.5
Fscore,0.000588774456985768
HR@10,0.011475409836065573
HR@2,0.003278688524590164
HR@5,0.00819672131147541
Lin's AUC,0.9144484569610098
NDCGk,0.2058214062382022
global AUC,0.9815667307556787
global NDCG,0.792960070025556
prediction time (sec),0.09940576553344727
training time (sec),5951.8985867500305
