,57_PMF
ACC,0.4900990099009901
AUC,0.5039166051931409
Fscore,8.696133240718475e-05
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5009439766235136
NDCGk,0.15935665503041704
global AUC,0.4925949742542603
global NDCG,0.28025268338562725
prediction time (sec),1.270892858505249
training time (sec),231.46989583969116
