,65_PMF
ACC,0.5198019801980198
AUC,0.5005325405201221
Fscore,0.00010385814865481739
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5307185930397785
NDCGk,0.16255105336053416
global AUC,0.5225775717062938
global NDCG,0.2842751560490205
prediction time (sec),0.9364547729492188
training time (sec),185.8955385684967
