,60_PMF
ACC,0.5742574257425742
AUC,0.5384843413418875
Fscore,8.431868912214131e-05
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5455667562746884
NDCGk,0.16977930860038218
global AUC,0.5683150707748164
global NDCG,0.28619769393609906
prediction time (sec),1.0558998584747314
training time (sec),234.4612979888916
