,81_LogisticMF
ACC,0.974025974025974
AUC,0.5
Fscore,0.00017714592476503514
HR@10,0.0008888888888888889
HR@2,0.0008888888888888889
HR@5,0.0008888888888888889
Lin's AUC,0.7976297760056463
NDCGk,0.1770713684077177
global AUC,0.9690581703086735
global NDCG,0.6309977646129323
prediction time (sec),0.4560420513153076
training time (sec),122.43598580360413
