,23_LogisticMF
ACC,0.974025974025974
AUC,0.5
Fscore,0.00018073420442198343
HR@10,0.0008888888888888889
HR@2,0.0
HR@5,0.0008888888888888889
Lin's AUC,0.7920892046981711
NDCGk,0.17387986371457756
global AUC,0.9683232126754823
global NDCG,0.6253161974289491
prediction time (sec),0.27622032165527344
training time (sec),129.3014199733734
