,67_DDA_SKF
ACC,0.3902439024390244
AUC,0.6176029512626035
Fscore,0.0011523634826895932
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.3527410349194012
NDCGk,0.28558412088365775
global AUC,0.44400896651276445
global NDCG,0.3433389065973279
prediction time (sec),0.5118865966796875
training time (sec),43.6126275062561
