,28_DDA_SKF
ACC,0.5121951219512195
AUC,0.6618577034762603
Fscore,0.0018806853903374117
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.37071301043345734
NDCGk,0.30978676707643604
global AUC,0.5400082988224862
global NDCG,0.3708802185843053
prediction time (sec),0.534346342086792
training time (sec),39.06665921211243
