,91_DDA_SKF
ACC,0.5121951219512195
AUC,0.6420415338344144
Fscore,0.0009912192246571347
HR@10,0.025
HR@2,0.0
HR@5,0.0
Lin's AUC,0.36081805556234353
NDCGk,0.22893252073723122
global AUC,0.5387149530183926
global NDCG,0.4024213185083992
prediction time (sec),0.5297267436981201
training time (sec),40.87936186790466
