,92_SimpleBinaryClassifier
ACC,1.0
AUC,0.5
Fscore,0.0018876231996239703
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.49806258416655835
NDCGk,0.27890988615983525
global AUC,0.8946791101464361
global NDCG,0.4819378196682928
prediction time (sec),2.3918933868408203
training time (sec),714.2583940029144
