,50_SimpleBinaryClassifier
ACC,1.0
AUC,0.5
Fscore,0.0018876231996239703
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.512488969514674
NDCGk,0.27890988615983525
global AUC,0.8948391268474364
global NDCG,0.48425024053217686
prediction time (sec),2.8651161193847656
training time (sec),755.1634395122528
