,24_VariationalWrapper
ACC,1.0
AUC,0.5
Fscore,0.001470045501135046
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5
NDCGk,0.2430122923629786
global AUC,0.9008352139594649
global NDCG,0.49044740251564933
prediction time (sec),4.51578950881958
training time (sec),906.9900300502777
