,63_VariationalWrapper
ACC,1.0
AUC,0.5
Fscore,0.0012375203290623514
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5
NDCGk,0.22866467057443438
global AUC,0.9008352139594649
global NDCG,0.4877053613001894
prediction time (sec),4.495464324951172
training time (sec),877.6932873725891
