,23_VariationalWrapper
ACC,1.0
AUC,0.5
Fscore,0.00144357095300882
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5
NDCGk,0.23486997199996518
global AUC,0.9008352139594649
global NDCG,0.4943452679646647
prediction time (sec),4.8197338581085205
training time (sec),884.8766105175018
