,54_VariationalWrapper
ACC,1.0
AUC,0.5
Fscore,0.0015022410490122293
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5
NDCGk,0.2299111248527119
global AUC,0.9008352139594649
global NDCG,0.48762560718213854
prediction time (sec),4.575806140899658
training time (sec),943.0859334468842
