,1_VariationalWrapper
ACC,1.0
AUC,0.5
Fscore,0.001312597373107167
HR@10,0.002583979328165375
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5
NDCGk,0.23097107734558092
global AUC,0.9008352139594649
global NDCG,0.49547020695750943
prediction time (sec),4.892560243606567
training time (sec),879.7884113788605
