,77_VariationalWrapper
ACC,1.0
AUC,0.5
Fscore,0.0015862246574834026
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5
NDCGk,0.25549064463007465
global AUC,0.9008352139594649
global NDCG,0.4899132987687145
prediction time (sec),4.511159658432007
training time (sec),876.0339126586914
