,7_VariationalWrapper
ACC,1.0
AUC,0.5
Fscore,0.0014003931507319618
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5
NDCGk,0.23655386231180275
global AUC,0.9008352139594649
global NDCG,0.49240265065099953
prediction time (sec),4.662209987640381
training time (sec),898.9544312953949
