,17_VariationalWrapper
ACC,1.0
AUC,0.5
Fscore,0.0017094227403029586
HR@10,0.002583979328165375
HR@2,0.0
HR@5,0.002583979328165375
Lin's AUC,0.5
NDCGk,0.22863623689969792
global AUC,0.9008352139594649
global NDCG,0.485635851419854
prediction time (sec),4.479989528656006
training time (sec),879.393390417099
