,80_VariationalWrapper
ACC,1.0
AUC,0.5
Fscore,0.0012899008511200606
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5
NDCGk,0.21664107721278178
global AUC,0.9008352139594649
global NDCG,0.48375996230416063
prediction time (sec),4.798855543136597
training time (sec),889.9006824493408
