,65_VariationalWrapper
ACC,1.0
AUC,0.5
Fscore,0.0015357549044806354
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5
NDCGk,0.23385274049938198
global AUC,0.9008352139594649
global NDCG,0.48735714766671756
prediction time (sec),4.7237935066223145
training time (sec),882.3143725395203
