,96_DDA_SKF
ACC,0.5203463203463203
AUC,0.566537826456423
Fscore,0.00026602294106988997
HR@10,0.0044444444444444444
HR@2,0.0017777777777777779
HR@5,0.0044444444444444444
Lin's AUC,0.46166605487957196
NDCGk,0.18662341524994366
global AUC,0.5414564917798277
global NDCG,0.5457700090480821
prediction time (sec),0.9118826389312744
training time (sec),1390.8007745742798
