,70_DDA_SKF
ACC,0.5194805194805194
AUC,0.563604125383907
Fscore,0.0002384689932054331
HR@10,0.0008888888888888889
HR@2,0.0008888888888888889
HR@5,0.0008888888888888889
Lin's AUC,0.46575690147612386
NDCGk,0.18984499768619872
global AUC,0.5400697844710713
global NDCG,0.5209650010782589
prediction time (sec),0.9354522228240967
training time (sec),1356.555558681488
