,41_DDA_SKF
ACC,0.5246753246753246
AUC,0.5624808650902293
Fscore,0.00022572047731945162
HR@10,0.0044444444444444444
HR@2,0.0017777777777777779
HR@5,0.0017777777777777779
Lin's AUC,0.45626057388003893
NDCGk,0.19114882072147188
global AUC,0.5421493619198511
global NDCG,0.5360169046620111
prediction time (sec),0.913316011428833
training time (sec),1258.126229763031
