,42_SCPMF
ACC,0.5943152454780362
AUC,0.5357469256822343
Fscore,0.001538615587476289
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5320847892697822
NDCGk,0.22930399314271163
global AUC,0.583484593960395
global NDCG,0.47115220266296265
prediction time (sec),0.07463455200195312
training time (sec),41.54099202156067
