,5_SCPMF
ACC,0.5348837209302325
AUC,0.5263299904240085
Fscore,0.001331613054814197
HR@10,0.002583979328165375
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5259506567102615
NDCGk,0.2538363088888105
global AUC,0.5340533046216459
global NDCG,0.47111754822927726
prediction time (sec),0.07385373115539551
training time (sec),40.58829998970032
