,45_SCPMF
ACC,0.5607235142118863
AUC,0.53764766482084
Fscore,0.0016403719231497783
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5304430757828754
NDCGk,0.2536427602804231
global AUC,0.5577274726156533
global NDCG,0.46762198682088985
prediction time (sec),0.08121109008789062
training time (sec),41.00598335266113
