,35_LogisticMF
ACC,0.975609756097561
AUC,0.5
Fscore,0.0004007281595499538
HR@10,0.025
HR@2,0.0125
HR@5,0.025
Lin's AUC,0.6983835366409343
NDCGk,0.22607839480806163
global AUC,0.9594830941902835
global NDCG,0.5657836146491906
prediction time (sec),0.010703325271606445
training time (sec),8.217316627502441
